,file_path,sentence,section,entities,labels,position_start,position_end,abbreviations,abbreviations_longform,abbreviation_start,abbreviation_end
1059,/Users/pm286/projects/semanticClimate/climate_justice/PMC9585623/sections/1_front/1_article-meta/21_aff.xml,    16     African Health Sciences,AFF,African Health Sciences,ORG,11,34,,,,
1064,/Users/pm286/projects/semanticClimate/climate_justice/PMC9585623/sections/1_front/1_article-meta/7_aff.xml,    2     West African Journal of Medicine,AFF,West African Journal of Medicine,ORG,10,42,,,,
1065,/Users/pm286/projects/semanticClimate/climate_justice/PMC9585623/sections/1_front/1_article-meta/14_aff.xml,    9     London School of Medicine and Tropical Hygiene,AFF,London School of Medicine and Tropical Hygiene,ORG,10,56,,,,
1067,/Users/pm286/projects/semanticClimate/climate_justice/PMC9585623/sections/1_front/1_article-meta/18_aff.xml,    13     Eastern Mediterranean Health Journal,AFF,Eastern Mediterranean Health Journal,ORG,11,47,,,,
1071,/Users/pm286/projects/semanticClimate/climate_justice/PMC9585623/sections/1_front/1_article-meta/8_aff.xml,    3     Sierra Leone Journal of Biomedical Research,AFF,Sierra Leone Journal of Biomedical Research,ORG,10,53,,,,
1073,/Users/pm286/projects/semanticClimate/climate_justice/PMC9585623/sections/1_front/1_article-meta/13_aff.xml,    8     African Journal of Primary Health Care & Family Medicine,AFF,African Journal of Primary Health Care & Family Medicine,ORG,10,66,,,,
1075,/Users/pm286/projects/semanticClimate/climate_justice/PMC9585623/sections/1_front/1_article-meta/9_aff.xml,    4     Ethiopian Journal of Health Sciences,AFF,Ethiopian Journal of Health Sciences,ORG,10,46,,,,
1079,/Users/pm286/projects/semanticClimate/climate_justice/PMC8305128/sections/0_front/1_article-meta/11_aff.xml,"5 Project FONDECYT-INITIATION N°11180990 Social Construction of the Urban Climate: towards Quality and Climate Justice in Chilean Cities, Santiago 8320000, Chile",AFF,"Social Construction of the Urban, Chilean Cities","ORG, ORG","41, 122","73, 136",,,,
1080,/Users/pm286/projects/semanticClimate/climate_justice/PMC8305128/sections/0_front/1_article-meta/10_aff.xml,"4 Departamento de Geografía, Universidad de Chile, Santiago 8331051, Chile",AFF,Universidad de Chile,ORG,29,49,,,,
1081,/Users/pm286/projects/semanticClimate/climate_justice/PMC8305128/sections/0_front/1_article-meta/8_aff.xml,"2 Programa de Epidemiología, Escuela de Salud Pública, Facultad de Medicina, Universidad de Chile, Santiago 8380453, Chile",AFF,Universidad de Chile,ORG,77,97,,,,
1082,/Users/pm286/projects/semanticClimate/climate_justice/PMC8305128/sections/0_front/1_article-meta/12_aff.xml,"6 Chile Departamento de Geofísica, Facultad de Cs Físicas y Matemáticas, Universidad de Chile, Santiago 8370449, Chile",AFF,Universidad de Chile,ORG,73,93,,,,
1084,/Users/pm286/projects/semanticClimate/climate_justice/PMC8694289/sections/1_front/1_article-meta/5_aff.xml,"PhD candidate in the Faculty of Law at the University of Groningen, Netherlands.",AFF,"the Faculty of Law, the University of Groningen","ORG, ORG","17, 39","35, 66",,,,
1085,/Users/pm286/projects/semanticClimate/climate_justice/PMC8014081/sections/1_front/1_article-meta/7_aff.xml,    1     School of Nursing   SUNY Downstate College of Health Sciences and Nursing   New York   NY   USA,AFF,"School of Nursing, SUNY Downstate College of Health Sciences","ORG, ORG","10, 30","27, 71",,,,
1086,/Users/pm286/projects/semanticClimate/climate_justice/PMC8014081/sections/1_front/1_article-meta/10_aff.xml,    4     The George Washington University   Washington   DC   USA,AFF,The George Washington University,ORG,10,42,,,,
1087,/Users/pm286/projects/semanticClimate/climate_justice/PMC8014081/sections/1_front/1_article-meta/8_aff.xml,"    2     School of Nursing   Center for Climate Change   Climate Justice, and Health   MGH Institute of Health Professions   Boston   MA   USA",AFF,"School of Nursing   Center for Climate Change   , Health   , MGH Institute of Health Professions","ORG, ORG, ORG","10, 79, 88","58, 88, 123",,,,
1088,/Users/pm286/projects/semanticClimate/climate_justice/PMC8014081/sections/1_front/1_article-meta/9_aff.xml,    3     University of Maryland College Park   College Park   MD   USA,AFF,University of Maryland College,ORG,10,40,,,,
1089,/Users/pm286/projects/semanticClimate/climate_justice/PMC9582292/sections/1_front/1_article-meta/7_aff.xml,"  Centre for Global Health, Faculty of Health and Wellbeing ,  UK Health Alliance on Climate Change ,  London ,  UK",AFF,"Centre for Global Health, Faculty of Health and Wellbeing",ORG,2,59,,,,
1090,/Users/pm286/projects/semanticClimate/climate_justice/PMC8637707/sections/1_front/1_article-meta/6_aff.xml,"  1 University of New Mexico Health Sciences Center, Albuquerque, New Mexico, USA",AFF,1 University of New Mexico Health Sciences Center,ORG,2,51,,,,
1091,/Users/pm286/projects/semanticClimate/climate_justice/PMC8637707/sections/1_front/1_article-meta/7_aff.xml,"  2 National Oceanic and Atmospheric Administration, Silver Spring, Maryland, USA",AFF,2 National Oceanic and Atmospheric Administration,ORG,2,51,,,,
1092,/Users/pm286/projects/semanticClimate/climate_justice/PMC8637707/sections/1_front/1_article-meta/8_aff.xml,"  3 Centers for Disease Control and Prevention, Atlanta, Georgia, USA",AFF,3 Centers for Disease Control and Prevention,ORG,2,46,,,,
1093,/Users/pm286/projects/semanticClimate/climate_justice/PMC8637707/sections/1_front/1_article-meta/9_aff.xml,"  4 University of California School of Medicine, San Diego, California, USA",AFF,4 University of California School of Medicine,ORG,2,47,,,,
1094,/Users/pm286/projects/semanticClimate/climate_justice/PMC4772209/sections/0_front/1_article-meta/7_aff.xml,"1 Department of Science Education, North Carolina State University, Raleigh, NC 27695, USA",AFF,1 Department of Science Education,ORG,0,33,,,,
1095,/Users/pm286/projects/semanticClimate/climate_justice/PMC4772209/sections/0_front/1_article-meta/8_aff.xml,"2 Department of Applied Ecology, Center for Human Health and the Environment, North Carolina State University, Raleigh, NC 27695, USA;  celeprev@ncsu.edu",AFF,"2 Department of Applied Ecology, Center for Human Health","ORG, ORG","0, 33","31, 56",,,,
1096,/Users/pm286/projects/semanticClimate/climate_justice/PMC8981321/sections/1_front/1_article-meta/6_aff.xml,"1 Centre for Public Policy Research ,  Kings College London ,  London ,  UK",AFF,"1 Centre for Public Policy Research, ""Kings""","ORG, ORG","0, 39","35, 45",,,,
1097,/Users/pm286/projects/semanticClimate/climate_justice/PMC8981321/sections/1_front/1_article-meta/7_aff.xml,"2 Department of Psychiatry ,  University of Toronto Faculty of Medicine ,  Toronto ,  Ontario ,  Canada",AFF,"2 Department of Psychiatry, University of Toronto Faculty of Medicine","ORG, ORG","0, 30","26, 71",,,,
1098,/Users/pm286/projects/semanticClimate/climate_justice/PMC8981321/sections/1_front/1_article-meta/8_aff.xml,"3 University of Ottawa Faculty of Medicine ,  Ottawa ,  Ontario ,  Canada",AFF,3 University of Ottawa Faculty of Medicine,ORG,0,42,,,,
1100,/Users/pm286/projects/semanticClimate/climate_justice/PMC9582856/sections/1_front/1_article-meta/16_aff.xml,    11     Ghana Medical Journal,AFF,Ghana Medical Journal,ORG,11,32,,,,
1101,/Users/pm286/projects/semanticClimate/climate_justice/PMC9582856/sections/1_front/1_article-meta/17_aff.xml,    12     African Journal of Reproductive Health,AFF,African Journal of Reproductive Health,ORG,11,49,,,,
1102,/Users/pm286/projects/semanticClimate/climate_justice/PMC9582856/sections/1_front/1_article-meta/21_aff.xml,    16     African Health Sciences,AFF,African Health Sciences,ORG,11,34,,,,
1107,/Users/pm286/projects/semanticClimate/climate_justice/PMC9582856/sections/1_front/1_article-meta/7_aff.xml,    2     West African Journal of Medicine,AFF,West African Journal of Medicine,ORG,10,42,,,,
1108,/Users/pm286/projects/semanticClimate/climate_justice/PMC9582856/sections/1_front/1_article-meta/14_aff.xml,    9     London School of Medicine and Tropical Hygiene   London   UK,AFF,London School of Medicine and Tropical Hygiene,ORG,10,56,,,,
1110,/Users/pm286/projects/semanticClimate/climate_justice/PMC9582856/sections/1_front/1_article-meta/18_aff.xml,    13     Eastern Mediterranean Health Journal,AFF,Eastern Mediterranean Health Journal,ORG,11,47,,,,
1114,/Users/pm286/projects/semanticClimate/climate_justice/PMC9582856/sections/1_front/1_article-meta/8_aff.xml,    3     Sierra Leone Journal of Biomedical Research,AFF,Sierra Leone Journal of Biomedical Research,ORG,10,53,,,,
1116,/Users/pm286/projects/semanticClimate/climate_justice/PMC9582856/sections/1_front/1_article-meta/13_aff.xml,    8     African Journal of Primary Health Care & Family Medicine,AFF,African Journal of Primary Health Care & Family Medicine,ORG,10,66,,,,
1117,/Users/pm286/projects/semanticClimate/climate_justice/PMC9582856/sections/1_front/1_article-meta/9_aff.xml,    4     Ethiopian Journal of Health Sciences,AFF,Ethiopian Journal of Health Sciences,ORG,10,46,,,,
1118,/Users/pm286/projects/semanticClimate/climate_justice/PMC8013454/sections/0_front/1_article-meta/6_aff.xml,  1   Department of Social and Cultural Anthropology   University of Cologne   Albertus‐Magnus‐Platz   50923   Cologne   Germany,AFF,"Department of Social and Cultural Anthropology, University of Cologne","ORG, ORG","6, 55","52, 76",,,,
1119,/Users/pm286/projects/semanticClimate/climate_justice/PMC8013454/sections/0_front/1_article-meta/7_aff.xml,  2   Institute of Anthropology   Center for Asian and Transcultural Studies   Heidelberg University   Voßstraße 2   Heidelberg   69115   Germany,AFF,"Institute of Anthropology, Heidelberg University","ORG, ORG","6, 79","31, 100",,,,
1120,/Users/pm286/projects/semanticClimate/climate_justice/PMC8013454/sections/0_front/1_article-meta/8_aff.xml,  3   Institute of Anthropology   Heidelberg University   Voßstraße 2   Heidelberg   69115   Germany,AFF,"Institute of Anthropology, Heidelberg University","ORG, ORG","6, 34","31, 55",,,,
1121,/Users/pm286/projects/semanticClimate/climate_justice/PMC7641348/sections/0_front/1_article-meta/6_aff.xml,"1   Stanford Woods Institute for the Environment, Mentoring Undergraduates in Interdisciplinary Research (MUIR) Program, Stanford University, Stanford, CA, United States of America",AFF,"Stanford Woods Institute, Interdisciplinary Research, Stanford University, Stanford","ORG, ORG, ORG, ORG","4, 78, 121, 142","28, 104, 140, 150",,,,
1122,/Users/pm286/projects/semanticClimate/climate_justice/PMC7641348/sections/0_front/1_article-meta/7_aff.xml,"2   Environmental Science and Policy Graduate Program, Leonard and Jayne Abess Center for Ecosystem Science and Policy, University of Miami, Coral Gables, FL, United States of America",AFF,"University of Miami, Coral Gables","ORG, ORG","120, 141","139, 153",,,,
1123,/Users/pm286/projects/semanticClimate/climate_justice/PMC7641348/sections/0_front/1_article-meta/11_aff.xml,"6   Leonard and Jayne Abess Center for Ecosystem Science and Policy, University of Miami, Coral Gables, FL, United States of America",AFF,"University of Miami, Coral Gables","ORG, ORG","69, 90","88, 102",,,,
1124,/Users/pm286/projects/semanticClimate/climate_justice/PMC7641348/sections/0_front/1_article-meta/10_aff.xml,"5   Rosenstiel School of Marine and Atmospheric Science, University of Miami, Miami, FL, United States of America",AFF,"Rosenstiel School of Marine, University of Miami","ORG, ORG","4, 57","31, 76",,,,
1125,/Users/pm286/projects/semanticClimate/climate_justice/PMC7641348/sections/0_front/1_article-meta/8_aff.xml,"3   Department of City and Regional Planning, The University of North Carolina at Chapel Hill, Chapel Hill, NC, United States of America",AFF,The University of North Carolina,ORG,46,78,,,,
1126,/Users/pm286/projects/semanticClimate/climate_justice/PMC7641348/sections/0_front/1_article-meta/13_aff.xml,"University of California Santa Barbara, UNITED STATES",AFF,University of California Santa Barbara,ORG,0,38,,,,
1127,/Users/pm286/projects/semanticClimate/climate_justice/PMC7641348/sections/0_front/1_article-meta/9_aff.xml,"4   Environment, Ecology, and Energy Program, The University of North Carolina at Chapel Hill, Chapel Hill, NC, United States of America",AFF,"Energy Program, The University of North Carolina","ORG, ORG","30, 46","44, 78",,,,
1128,/Users/pm286/projects/semanticClimate/climate_justice/PMC9566334/sections/1_front/1_article-meta/7_aff.xml,"Department of Geography, Indiana University—Purdue University at Indianapolis, Indianapolis, IN 46202, USA;  dpjohnso@iu.edu",AFF,"Department of Geography, Indiana University—Purdue University","ORG, ORG","0, 25","23, 61",,,,
1129,/Users/pm286/projects/semanticClimate/climate_justice/PMC8694300/sections/1_front/1_article-meta/5_aff.xml,"Healey Professor of Medical Ethics and Humanities at the University of Connecticut School of Medicine, and an adjunct professor at the University of Connecticut Law School, USA.",AFF,"the University of Connecticut School of Medicine, the University of Connecticut Law School","ORG, ORG","53, 131","101, 171",,,,
1130,/Users/pm286/projects/semanticClimate/climate_justice/PMC8694300/sections/1_front/1_article-meta/6_aff.xml,"Honorary professor at the University of Cape Town, South Africa; an adjunct professor of occupational and environmental medicine at the University of Connecticut School of Medicine, USA; and a founding board member of the Global Council for Science and the Environment, Washington, DC, USA.",AFF,"the University of Cape Town, the University of Connecticut School of Medicine, USA, the Global Council for Science and the Environment","ORG, ORG, ORG","22, 132, 218","49, 185, 268",,,,
1131,/Users/pm286/projects/semanticClimate/climate_justice/PMC8300940/sections/0_front/1_article-meta/7_aff.xml,"1 Faculty of Land and Food Systems, Animal Welfare Program, University of British Columbia , Vancouver, British Columbia,  Canada",AFF,"Animal Welfare Program, University of British Columbia","ORG, ORG","36, 60","58, 90",,,,
