anchor,a_text,target,t_text
extreme_weather_event,"An event that is rare at a particular place and time of year. Definitions of ‘rare’ vary, but an ext",climate_extreme__extreme_weather_or_climate_event_,  Climate extreme (extreme weather or climate event)  The occurrence of a value of a weather or  cli
faculae,Bright patches on the Sun. The area covered by faculae is greater during periods of high  solar acti,solar_activity,  Solar activity  General term collectively describing a variety of magnetic phenomena on the Sun su
feedback,See  Climate feedback .,climate_feedback,  Climate feedback  An interaction in which a perturbation in one  climate  quantity causes a change
fine-mode_aerosol_optical_depth,See  Aerosol optical depth (AOD) .,aerosol_optical_depth__aod_,  Aerosol optical depth (AOD)  Wavelength-dependent aerosol optical depth is a measure of the  aeros
fingerprint,The  climate  response pattern in space and/or time to a specific  forcing  is commonly referred to ,climate,"  Climate  Climate in a narrow sense is usually defined as the average weather, or more rigorously a"
fingerprint,The  climate  response pattern in space and/or time to a specific  forcing  is commonly referred to ,forcing,  Forcing  See  Radiative forcing .
fingerprint,The  climate  response pattern in space and/or time to a specific  forcing  is commonly referred to ,climate_model,  Climate model  A qualitative or quantitative representation of the  climate system  based on the p
fingerprint,The  climate  response pattern in space and/or time to a specific  forcing  is commonly referred to ,detection,  Detection  Detection of change is defined as the process of demonstrating that  climate  or a syst
fingerprint,The  climate  response pattern in space and/or time to a specific  forcing  is commonly referred to ,attribution,  Attribution  Attribution is defined as the process of evaluating the relative contributions of mul
fire_weather,"Weather conditions conducive to triggering and sustaining wildfires, usually based on a set of indic",soil_moisture,  Soil moisture  Water stored in the soil in liquid or frozen form. Root-zone soil moisture is of mo
firn,Snow that has survived at least one  ablation  season but has not been transformed to  glacier  ice.,glacier,"  Glacier  A perennial mass of ice, and possibly firn and snow, originating on the land surface by a"
aviisuch_as_a_dataset_or_method__for_a_particular_task__such_as_quantifying_the_contribution_of_increased,greenhouse gas  concentrations to recent changes in  global mean surface temperature  or projecting ,drought,  Drought  An exceptional period of water shortage for existing  ecosystems  and the human populatio
aviisuch_as_a_dataset_or_method__for_a_particular_task__such_as_quantifying_the_contribution_of_increased,greenhouse gas  concentrations to recent changes in  global mean surface temperature  or projecting ,scenario,  Scenario  A plausible description of how the future may develop based on a coherent and internally
forcing,See  Radiative forcing .,radiative_forcing,"  Radiative forcing  The change in the net, downward minus upward, radiative  flux  (expressed in W "
forest,A vegetation type dominated by trees. Many definitions of the term forest are in use throughout the ,afforestation,  Afforestation  Conversion to  forest  of land that historically has not contained forests. [Note: 
forest,A vegetation type dominated by trees. Many definitions of the term forest are in use throughout the ,deforestation,  Deforestation  Conversion of  forest  to non-forest. [Note: For a discussion of the term forest an
forest,A vegetation type dominated by trees. Many definitions of the term forest are in use throughout the ,reforestation,  Reforestation  Conversion to  forest  of land that has previously contained forests but that has b
fossil_fuel_emissions,"Emissions of  greenhouse gases (GHGs)  (in particular  carbon dioxide (CO 2 ) ), other trace gases a",greenhouse_gases__ghgs_,"  Greenhouse gases (GHGs)  Gaseous constituents of the  atmosphere , both natural and  anthropogenic"
fossil_fuel_emissions,"Emissions of  greenhouse gases (GHGs)  (in particular  carbon dioxide (CO 2 ) ), other trace gases a",carbon_dioxide__co,"  Carbon dioxide (CO 2 )  A naturally occurring gas, CO 2 is also a by-product of burning  fossil fu"
fossil_fuel_emissions,"Emissions of  greenhouse gases (GHGs)  (in particular  carbon dioxide (CO 2 ) ), other trace gases a",carbon_dioxide__co,  Carbon dioxide (CO 2 ) fertilization  The increase of plant  photosynthesis  and water-use efficie
free_atmosphere,"The atmospheric layer that is negligibly affected by friction against the Earth’s surface, and which",atmospheric_boundary_layer,  Atmospheric boundary layer  The atmospheric layer adjacent to the Earth’s surface that is affected
frozen_ground,Soil or rock in which part or all of the pore water consists of ice. See also  Active layer  and  Pe,active_layer,  Active layer  Layer of ground above  permafrost  subject to annual thawing and freezing.
frozen_ground,Soil or rock in which part or all of the pore water consists of ice. See also  Active layer  and  Pe,permafrost,"  Permafrost  Ground (soil or rock, and included ice and organic material) that remains at or below "
general_circulation,The large-scale motions of the  atmosphere  and the  ocean  as a consequence of differential heating,atmosphere,"  Atmosphere  The gaseous envelope surrounding the Earth, divided into five layers – the  tropospher"
general_circulation,The large-scale motions of the  atmosphere  and the  ocean  as a consequence of differential heating,ocean,"  Ocean  The interconnected body of saline water that covers 71% of the Earth’s surface, contains 97"
general_circulation,The large-scale motions of the  atmosphere  and the  ocean  as a consequence of differential heating,decadal_prediction,  Decadal prediction  A  climate prediction  on decadal time scales. See also  Predictability  and  
general_circulation,The large-scale motions of the  atmosphere  and the  ocean  as a consequence of differential heating,climate_model,  Climate model  A qualitative or quantitative representation of the  climate system  based on the p
geocentric_sea_level_change,See  Sea level change (sea level rise/sea level fall) .,sea_level_change__sea_level_rise_sea_level_fall_,"  Sea level change (sea level rise/sea level fall)  Change to the height of sea level, both globally"
glacial_isostatic_adjustment__gia_,"The ongoing changes in  gravity, rotation and viscoelastic solid Earth deformation (GRD)  in respons",geoid,  Geoid  The equipotential surface having the same geopotential at each latitude and longitude aroun
glacial_isostatic_adjustment__gia_,"The ongoing changes in  gravity, rotation and viscoelastic solid Earth deformation (GRD)  in respons",sea_level_change__sea_level_rise_sea_level_fall_,"  Sea level change (sea level rise/sea level fall)  Change to the height of sea level, both globally"
glacial_lake_outburst_flood__glof__glacier_lake_outburst,"A sudden release of water from a glacier lake, including any of the following types – a glacier-damm",glacier,"  Glacier  A perennial mass of ice, and possibly firn and snow, originating on the land surface by a"
glacial_or_glaciation,"A period characterized by the establishment of expanded  ice sheets  and  glaciers , and associated ",deglacial_or_deglaciation_or_glacial_termination,  Deglacial or deglaciation or glacial termination  The period of transition from  glacial  conditio
glacial_or_glaciation,"A period characterized by the establishment of expanded  ice sheets  and  glaciers , and associated ",ice_age,  Ice age  An informal term for a geological period characterized by a long-term reduction in the te
glacial_or_glaciation,"A period characterized by the establishment of expanded  ice sheets  and  glaciers , and associated ",interglacial_or_interglaciation,  Interglacial or interglaciation  A globally warm period lasting thousands of years between  glacia
